,city,lng,lat,max temp,humidity,cloudiness,wind speed,country,date
356,Maceió,-35.7353,-9.6658,71.04,94,0,2.3,BR,1627519290
357,Sławno,16.6789,54.3628,61.27,88,0,8.37,PL,1627519290
358,Vostok,135.8833,46.4856,86.2,54,67,3.11,RU,1627519290
359,Saint-Augustin,-58.6502,51.226,57.18,91,66,8.3,CA,1627519291
360,Kamaishi,141.8833,39.2667,81.55,86,73,5.41,JP,1627519291
361,Bani Walid,13.9942,31.7566,70.93,67,0,2.33,LY,1627519291
362,Pa Daet,99.9924,19.5049,77.16,95,100,2.37,TH,1627519292
363,Camocim,-40.8411,-2.9022,76.98,87,27,9.28,BR,1627519292
364,Pemangkat,108.9667,1.1667,82.44,79,35,9.69,ID,1627519292
365,Pervomayskiy,40.2871,53.2485,64.13,84,100,5.44,RU,1627519292
366,Carutapera,-46.02,-1.195,76.14,87,5,5.35,BR,1627519293
367,Alugan,125.4808,12.2188,87.75,59,89,5.35,PH,1627519293
368,Dryden,-92.7503,49.7833,75.49,64,90,8.05,CA,1627519293
369,Te Anau,167.7167,-45.4167,52.21,71,82,2.28,NZ,1627519294
370,Lubumbashi,27.4794,-11.6609,50.67,54,0,3.47,CD,1627519294
371,Namatanai,152.4333,-3.6667,84.72,66,24,2.28,PG,1627519294
372,Dovers,-61.1833,12.8833,81.12,80,60,17.72,VC,1627519295
373,Bar Harbor,-68.2039,44.3876,64.54,67,1,0.0,US,1627519023
374,Olean,-78.4297,42.0776,74.08,77,1,4.61,US,1627519295
375,Myanaung,95.3167,18.2833,80.42,86,100,8.34,MM,1627519295
376,Mareeba,145.4333,-17.0,86.32,33,1,2.06,AU,1627519296
377,Srednekolymsk,153.6833,67.45,38.43,97,100,8.75,RU,1627519296
378,Aswān,32.907,24.0934,88.9,20,0,11.5,EG,1627519296
379,Ebebiyin,11.3353,2.1511,66.11,98,94,3.4,GQ,1627519297
380,Saldanha,17.9442,-33.0117,50.05,81,33,11.52,ZA,1627519297
381,Wanxian,108.3897,30.8039,82.6,79,0,1.28,CN,1627519297
382,Charlottesville,-78.4767,38.0293,86.27,71,99,4.0,US,1627519130
383,Flinders,150.8552,-34.5833,60.19,47,0,7.0,AU,1627519298
384,Artigas,-56.4667,-30.4,36.48,76,25,7.74,UY,1627519167
385,Boyolangu,111.8935,-8.1181,78.58,77,66,5.91,ID,1627519298
386,Chilca,-76.7372,-12.5211,60.96,87,80,7.14,PE,1627519298
387,Batemans Bay,150.1833,-35.7167,62.1,29,0,2.82,AU,1627519299
388,Kirovsk,38.6428,48.6375,69.55,62,20,7.81,UA,1627519299
389,Shelburne,-80.2041,44.0787,68.76,78,100,5.26,CA,1627519299
390,Oromocto,-66.4792,45.8351,65.95,52,20,3.44,CA,1627519299
391,Bayan,127.4,46.0833,73.71,86,100,2.08,CN,1627519300
392,Chu,73.7614,43.5983,73.38,21,0,1.05,KZ,1627519300
393,Maniitsoq,-52.9,65.4167,47.52,81,100,11.32,GL,1627519300
394,Jensen Beach,-80.2298,27.2545,80.02,94,75,0.0,US,1627519301
395,Honningsvåg,25.9704,70.9821,46.29,89,100,9.1,NO,1627519301
396,Faya,42.4509,18.3851,64.51,67,94,6.06,SA,1627519301
397,Zaria,7.7227,11.1113,69.87,93,100,4.59,NG,1627519302
398,Bambanglipuro,110.2833,-7.95,78.62,74,86,4.0,ID,1627519302
399,Nara,135.8049,34.6851,89.96,53,4,5.35,JP,1627519302
400,Ribeira Grande,-28.7,38.5167,70.97,86,14,9.46,PT,1627519303
401,Vicuña,-70.7081,-30.0319,42.53,14,0,3.87,CL,1627519303
402,Bilibino,166.4372,68.0546,38.75,86,100,5.97,RU,1627519303
403,Kumëny,49.9161,58.1089,50.52,70,1,7.34,RU,1627519304
404,Ambikāpur,83.2,23.1167,72.16,93,100,6.42,IN,1627519304
405,Yangambi,24.4336,0.8102,73.29,78,100,2.08,CD,1627519304
406,Dodge City,-100.0171,37.7528,97.05,41,1,10.0,US,1627519156
407,Kaeo,173.7833,-35.1,66.33,66,91,7.99,NZ,1627519305
408,Manokwari,134.0833,-0.8667,83.1,72,68,3.85,ID,1627519305
409,Havelock,-76.9013,34.8791,80.55,92,90,3.0,US,1627519305
410,Mehamn,27.8492,71.0357,46.18,93,100,9.73,NO,1627519306
411,‘Āhuimanu,-157.8378,21.4447,83.91,69,90,11.5,US,1627519306
412,Wum,10.0667,6.3833,61.63,97,100,3.29,CM,1627519306
413,Maragogi,-35.2225,-9.0122,73.53,86,0,4.23,BR,1627519191
414,Balkanabat,54.3671,39.5108,81.28,43,100,2.42,TM,1627519307
415,Mossamedes,12.1522,-15.1961,62.98,87,5,3.15,AO,1627519307
416,Ubari,12.7805,26.5921,82.17,22,0,11.52,LY,1627519307
417,Coahuayana Viejo,-103.6833,18.7333,80.08,81,77,2.24,MX,1627519308
418,Camacha,-16.3333,33.0833,67.42,78,40,12.66,PT,1627519272
419,Sovetskiy,63.5842,61.3614,44.92,84,100,6.89,RU,1627519308
420,Port Blair,92.75,11.6667,82.0,84,100,18.61,IN,1627519308
421,Nesbyen,9.1027,60.5681,63.57,95,88,3.0,NO,1627519309
422,San Alberto,-73.3922,7.7611,77.97,86,100,6.33,CO,1627519309
423,Chifeng,118.9636,42.2683,70.81,87,100,1.52,CN,1627519202
424,Kannur,75.3576,11.8675,76.28,88,100,4.03,IN,1627519309
425,Fare,-151.0167,-16.7,78.1,70,5,2.8,PF,1627519309
426,Torbay,-52.7314,47.6666,67.75,94,75,10.36,CA,1627519310
427,Gospić,15.3747,44.5461,65.89,47,1,1.28,HR,1627519310
428,Kitimat,-128.6534,54.0524,71.98,81,100,1.12,CA,1627519258
429,Rudovci,20.4051,44.3801,78.28,39,74,3.24,RS,1627519311
430,Ambon City,128.1814,-3.6954,75.34,100,40,4.61,ID,1627519311
431,Pemberton,-122.8027,50.3164,91.09,23,9,5.97,CA,1627519311
432,Kamenka,42.7678,51.3223,68.43,48,100,6.55,RU,1627519311
433,Koltubanovskiy,52.0269,52.9407,54.88,56,0,2.13,RU,1627519312
434,São Félix do Xingu,-51.995,-6.6447,76.42,42,0,0.72,BR,1627519059
435,Pindi Gheb,72.2661,33.2402,80.73,82,86,8.77,PK,1627519312
436,Huarmey,-78.1522,-10.0681,66.09,82,25,11.23,PE,1627519312
437,Itapagé,-39.5861,-3.6867,70.95,90,6,3.4,BR,1627519313
438,Samarai,150.6667,-10.6167,79.9,85,61,7.92,PG,1627519270
439,Aksay,39.87,47.26,74.25,50,0,4.0,RU,1627519313
440,Drayton Valley,-114.9854,53.2168,74.91,40,3,4.99,CA,1627519313
441,Morant Bay,-76.4093,17.8815,83.82,85,13,6.96,JM,1627519314
442,Waipawa,175.5153,-41.4122,54.23,65,2,3.89,NZ,1627519314
443,Tuatapere,167.6833,-46.1333,54.82,67,94,6.8,NZ,1627519291
444,Manta,-80.7333,-0.95,74.98,83,90,5.75,EC,1627519314
445,Port Hardy,-127.4199,50.6996,71.78,64,40,9.22,CA,1627519315
446,Inta,60.1659,66.0317,45.23,90,98,1.21,RU,1627519315
447,Panabá,-88.2667,21.2833,84.7,62,84,10.71,MX,1627519315
448,Andenes,16.1194,69.3143,48.18,93,90,20.71,NO,1627519316
449,Yatou,122.3833,37.15,82.63,71,79,15.55,CN,1627519316
450,Bodden Town,-81.25,19.2833,87.8,83,75,1.99,KY,1627519316
451,Yataity,-56.0667,-26.3667,42.19,49,0,5.88,PY,1627519317
452,Korla,86.1469,41.7597,89.91,20,11,12.95,CN,1627519317
453,Rawson,-65.1023,-43.3002,48.13,55,33,5.5,AR,1627519317
454,Avera,-82.5271,33.194,86.72,61,98,3.67,US,1627519318
455,Cravo Norte,-70.2041,6.3017,74.66,89,91,3.76,CO,1627519318
456,Port Macquarie,152.9167,-31.4333,63.37,41,3,10.78,AU,1627519318
457,Ambilobe,49.05,-13.2,66.25,80,75,3.69,MG,1627519318
458,Bitkine,18.2138,11.9801,74.07,88,100,1.34,TD,1627519319
459,Iqaluit,-68.5145,63.7506,47.93,75,75,11.01,CA,1627518904
460,Icatu,-44.0658,-2.7758,79.23,90,56,6.55,BR,1627519319
461,Calderitas,-88.25,18.55,82.51,78,75,11.5,MX,1627519319
462,Estación Coahuila,-115.0017,32.1939,108.7,18,0,6.93,MX,1627519320
463,Castrillón,-6.7922,43.3979,63.14,92,91,1.59,ES,1627519320
464,Karratha,116.8463,-20.7377,69.87,60,1,9.95,AU,1627519320
465,Bud,-86.1758,39.447,84.18,75,100,4.97,US,1627519300
466,Miyang,103.4428,24.4042,71.49,87,44,1.7,CN,1627519321
467,Darhan,105.9228,49.4867,66.63,69,100,2.66,MN,1627519321
468,Florø,5.0328,61.5996,62.24,100,75,6.91,NO,1627519321
469,Longyearbyen,15.6401,78.2186,42.64,93,90,11.5,SJ,1627519317
470,Igrim,64.4162,63.1906,42.8,96,55,2.3,RU,1627519322
471,Bonfim,-59.95,3.0833,76.71,81,100,5.68,BR,1627519322
472,Auki,160.7034,-8.7676,85.48,64,31,1.52,SB,1627519322
473,Faribault,-93.2688,44.295,89.67,84,40,6.91,US,1627519323
474,Bandarbeyla,50.8122,9.4942,79.23,68,100,24.02,SO,1627519315
475,Paamiut,-49.6678,61.994,44.58,85,79,2.77,GL,1627519294
476,Yakeshi,120.7333,49.2833,71.15,75,58,8.08,CN,1627519323
477,Anloga,0.8973,5.7947,75.42,81,100,10.22,GH,1627519323
478,Tabat,115.2274,-2.635,81.72,71,78,2.17,ID,1627519324
479,Provost,-110.2683,52.3501,84.65,25,9,8.32,CA,1627519324
480,Washington,-120.5015,47.5001,94.33,22,99,7.05,US,1627519324
481,Bom Jesus,-44.3586,-9.0744,73.65,36,0,0.74,BR,1627519325
482,Zhigansk,123.3711,66.7697,63.82,48,84,6.91,RU,1627519325
483,Saint-François,3.9054,46.4154,60.24,94,90,2.3,FR,1627519325
484,Arrondissement de Nogent-le-Rotrou,1.0,48.3333,54.64,91,0,9.4,FR,1627519326
485,Talcahuano,-73.1167,-36.7167,55.08,62,0,2.3,CL,1627519326
486,Porbandar,69.6093,21.6422,81.88,84,100,24.32,IN,1627519210
487,Shache,77.2406,38.4167,82.36,25,6,7.83,CN,1627519326
488,Igarka,86.5833,67.4667,55.65,78,100,5.95,RU,1627519327
489,Sørland,12.6934,67.667,51.73,87,10,23.89,NO,1627519327
490,Bay Roberts,-53.2648,47.5999,68.5,95,100,1.99,CA,1627519327
491,Huilong,121.655,31.8111,85.03,87,20,20.29,CN,1627519327
492,La Ronge,-105.2842,55.1001,73.65,33,20,2.3,CA,1627519328
493,Giddalūr,78.9167,15.35,76.3,74,100,15.84,IN,1627519328
494,Hūn,15.9477,29.1268,76.86,58,0,2.95,LY,1627519328
495,Palu,119.8707,-0.8917,85.24,69,18,1.23,ID,1627519329
496,Lipari,14.954,38.4674,82.54,70,0,6.58,IT,1627519329
497,Yārāda,83.2667,17.65,83.91,71,100,8.34,IN,1627519329
498,Missoula,-113.8009,47.0166,81.84,36,88,3.09,US,1627519213
499,Chumikan,135.315,54.7183,55.92,95,100,13.82,RU,1627519330
500,Alta,23.2717,69.9689,49.26,76,90,3.0,NO,1627519330
501,Bela,81.9833,25.9333,79.99,87,100,8.97,IN,1627519330
502,Chongqing,106.5528,29.5628,85.23,79,0,4.0,CN,1627519331
503,Fairhaven,-70.9036,41.6376,68.97,78,1,3.44,US,1627519331
504,Hambantota,81.1185,6.1241,79.14,89,75,6.91,LK,1627519331
505,Angoche,39.9086,-16.2325,69.35,71,0,7.31,MZ,1627519331
506,Seoul,126.9778,37.5683,86.41,72,75,4.61,KR,1627518590
507,Rengasdengklok,107.2981,-6.1592,80.56,69,5,4.27,ID,1627519332
508,Casa Grande,-111.7573,32.8795,106.32,25,1,3.0,US,1627519332
509,Marystown,-55.1483,47.1666,60.31,97,79,6.15,CA,1627519332
510,Iwanai,140.5089,42.9744,79.03,77,86,4.9,JP,1627519333
511,Jiuquan,98.5174,39.7432,82.11,18,0,1.48,CN,1627519333
512,Khuzhir,107.3397,53.1939,59.49,73,0,6.78,RU,1627519333
513,Ghanzi,21.7833,-21.5667,50.41,43,0,8.12,BW,1627519334
514,Sibolga,98.7792,1.7427,78.69,80,100,1.59,ID,1627519334
515,Japura,102.35,-0.3167,77.32,61,15,3.91,ID,1627519334
516,Kawalu,108.2082,-7.3817,74.57,79,78,2.01,ID,1627519334
517,San Jose,-121.895,37.3394,96.08,45,40,5.99,US,1627519200
518,Hanzhong,107.0303,33.0728,76.37,74,3,1.34,CN,1627519335
519,Río Gallegos,-69.2181,-51.6226,46.45,76,0,12.66,AR,1627519294
520,Ardakān,54.0175,32.31,82.78,24,42,7.54,IR,1627519335
521,Visby,18.296,57.6409,67.77,94,0,8.05,SE,1627519336
522,Yamoto,141.2149,38.4274,80.58,84,76,2.84,JP,1627519336
523,San Jerónimo,-75.2829,-11.9472,47.71,73,19,5.75,PE,1627519336
524,Hangu,117.7892,39.2489,77.05,93,100,8.68,CN,1627519337
525,Vitim,112.5578,59.4511,78.78,38,6,12.39,RU,1627519337
526,Gazli,63.45,40.1333,81.16,19,0,8.14,UZ,1627519337
527,Daultala,73.1413,33.1925,75.61,92,100,5.35,PK,1627519338
528,Oswego,-76.1497,43.4501,71.55,80,0,0.65,US,1627519268
529,Mariehamn,19.9348,60.0973,66.06,94,0,5.75,AX,1627519338
530,Bluefield,-81.2223,37.2698,80.44,44,1,4.61,US,1627519338
531,Aného,1.6,6.2333,75.4,82,89,8.41,TG,1627519338
532,Shimoda,138.95,34.6667,86.36,81,60,10.47,JP,1627519339
533,Fuyu,124.8167,45.1833,79.57,71,100,3.33,CN,1627519339
534,Katsuura,140.3,35.1333,86.14,77,21,14.81,JP,1627519339
535,Viedma,-62.9967,-40.8135,44.13,50,0,9.24,AR,1627519340
536,Mildura,142.15,-34.2,53.08,66,0,8.05,AU,1627519340
537,Arinos,-46.1056,-15.9169,71.46,38,0,3.65,BR,1627519340
538,Huaicheng,112.1931,23.9051,86.79,72,14,1.19,CN,1627519341
539,Sooke,-123.7276,48.3746,82.29,42,100,9.75,CA,1627519109
540,Novokizhinginsk,109.5917,51.6115,68.97,60,3,4.61,RU,1627519341
541,Umluj,37.2685,25.0213,85.62,70,20,5.39,SA,1627519341
542,Imbituba,-48.6703,-28.24,53.49,60,8,13.51,BR,1627519342
543,Sorong,131.25,-0.8833,82.71,78,100,3.65,ID,1627519342
544,Onokhoy,108.0747,51.932,64.15,59,0,6.08,RU,1627519343
545,Bushehr,50.8385,28.9684,98.69,34,55,27.63,IR,1627519343
546,Vilhena,-60.1458,-12.7406,65.14,41,0,8.25,BR,1627519343
547,Koumac,164.2833,-20.5667,75.42,55,0,2.57,NC,1627519343
548,Stephenville,-98.2023,32.2207,93.54,44,1,5.75,US,1627519336
549,Acajutla,-89.8275,13.5928,89.94,81,98,4.25,SV,1627519268
550,Orvault,-1.6219,47.271,58.87,88,0,3.44,FR,1627519344
551,San Fernando,120.6898,15.0286,80.96,90,100,6.98,PH,1627519082
552,Ust'-Ilimsk,102.6619,58.0006,81.09,37,4,3.4,RU,1627519344
553,Alamosa,-105.87,37.4695,80.11,41,1,14.97,US,1627519344
554,Farafenni,-15.6,13.5667,77.7,80,100,8.25,GM,1627519345
555,Vila Franca do Campo,-25.4333,37.7167,70.21,87,52,7.45,PT,1627519345
556,Nogliki,143.1667,51.8333,67.73,84,100,6.17,RU,1627519345
557,Thunder Bay,-89.3168,48.4001,71.58,81,75,8.05,CA,1627519112
558,Zyryanka,150.85,65.75,39.49,90,100,13.02,RU,1627519346
559,Province of Mantua,10.7833,45.1667,73.71,84,2,2.75,IT,1627519346
560,Cootamundra,148.0333,-34.65,46.94,76,31,11.18,AU,1627519346
561,Waldoboro,-69.3756,44.0954,65.71,74,4,2.3,US,1627519347
562,Mashhad,59.6062,36.297,73.54,35,0,0.0,IR,1627519076
563,Colares,-9.4469,38.7992,66.43,76,0,15.01,PT,1627519347
564,North Platte,-100.7654,41.1239,99.0,36,1,7.0,US,1627519328
565,Outlook,-107.0513,51.5001,83.89,20,4,3.65,CA,1627519348
566,Buloh Kasap,102.764,2.5536,76.91,85,100,3.42,MY,1627519348
567,Tsimmerbude,20.1347,54.675,68.05,91,19,7.09,RU,1627519348
568,Severnyy,36.5532,50.677,69.84,78,0,2.24,RU,1627519348
569,Hadejia,10.0444,12.4498,72.01,87,99,2.91,NG,1627519349
570,Udachny,112.4,66.4167,76.06,49,20,11.5,RU,1627519330
571,Tikrit,43.6782,34.6071,87.24,22,0,6.29,IQ,1627519349
572,Calahorra,-1.9652,42.3051,66.11,82,0,5.77,ES,1627519349
